term,n_grams,count_pre_2023,count_2024_2025,doc_freq_pre_2023,doc_freq_2024_2025,log_odds_delta,z_score,associated_period
underexplored,1,0,41,0,41,-0.7356774086695985,-0.9608856698600542,2024-2025
ease,1,0,42,0,31,-0.7356799930236146,-0.9725366105538236,2024-2025
behavioural,1,0,42,0,17,-0.7356799930236146,-0.9725366105538236,2024-2025
systematic literature,2,0,42,0,34,-0.7356799930236146,-0.9725366105538236,2024-2025
combined,1,0,42,0,42,-0.7356799930236146,-0.9725366105538236,2024-2025
emphasis,1,0,42,0,42,-0.7356799930236146,-0.9725366105538236,2024-2025
deployment,1,0,42,0,34,-0.7356799930236146,-0.9725366105538236,2024-2025
productivity,1,0,42,0,38,-0.7356799930236146,-0.9725366105538236,2024-2025
provides,1,7,258,7,245,-0.23425504025388744,-0.9742823617281458,2024-2025
importance,1,9,313,8,288,-0.211001496407067,-0.9772053757772711,2024-2025
ongoing,1,1,80,1,77,-0.4731556667915511,-0.978779125073252,2024-2025
collected,1,5,203,4,199,-0.27122780961944226,-0.9833723658125499,2024-2025
historical,1,0,43,0,22,-0.7356825773965969,-0.9840497770447157,2024-2025
nurse,1,0,43,0,16,-0.7356825773965969,-0.9840497770447157,2024-2025
expectancy,1,0,43,0,16,-0.7356825773965969,-0.9840497770447157,2024-2025
design methodology,2,0,43,0,43,-0.7356825773965969,-0.9840497770447157,2024-2025
dynamics,1,0,43,0,38,-0.7356825773965969,-0.9840497770447157,2024-2025
vital,1,0,43,0,41,-0.7356825773965969,-0.9840497770447157,2024-2025
academic performance,2,0,43,0,16,-0.7356825773965969,-0.9840497770447157,2024-2025
identity,1,0,43,0,34,-0.7356825773965969,-0.9840497770447157,2024-2025
project-based,1,0,43,0,32,-0.7356825773965969,-0.9840497770447157,2024-2025
partial,1,0,43,0,41,-0.7356825773965969,-0.9840497770447157,2024-2025
tools chatgpt,2,0,43,0,42,-0.7356825773965969,-0.9840497770447157,2024-2025
fit,1,0,43,0,28,-0.7356825773965969,-0.9840497770447157,2024-2025
alignment,1,0,43,0,37,-0.7356825773965969,-0.9840497770447157,2024-2025
embedding,1,0,44,0,38,-0.7356851617885507,-0.9954299498459335,2024-2025
generating,1,0,44,0,39,-0.7356851617885507,-0.9954299498459335,2024-2025
fully,1,0,44,0,43,-0.7356851617885507,-0.9954299498459335,2024-2025
members,1,0,44,0,29,-0.7356851617885507,-0.9954299498459335,2024-2025
bridging,1,0,44,0,42,-0.7356851617885507,-0.9954299498459335,2024-2025
xai,1,0,44,0,17,-0.7356851617885507,-0.9954299498459335,2024-2025
utilization,1,0,44,0,36,-0.7356851617885507,-0.9954299498459335,2024-2025
profiles,1,0,44,0,20,-0.7356851617885507,-0.9954299498459335,2024-2025
explored,1,2,115,2,111,-0.3867395666705793,-0.9993489236270732,2024-2025
job,1,1,82,1,57,-0.4788061831604571,-1.0000837322510656,2024-2025
robust,1,1,82,1,77,-0.4788061831604571,-1.0000837322510656,2024-2025
perceptions,1,12,397,7,248,-0.1903736033954182,-1.0026176211715148,2024-2025
perceived usefulness,2,0,45,0,37,-0.7356877461994724,-1.0066816393071993,2024-2025
balanced,1,0,45,0,43,-0.7356877461994724,-1.0066816393071993,2024-2025
frequently,1,0,45,0,43,-0.7356877461994724,-1.0066816393071993,2024-2025
patient care,2,0,45,0,38,-0.7356877461994724,-1.0066816393071993,2024-2025
encourage,1,0,45,0,42,-0.7356877461994724,-1.0066816393071993,2024-2025
valuable insights,2,0,45,0,45,-0.7356877461994724,-1.0066816393071993,2024-2025
advantages,1,0,45,0,44,-0.7356877461994724,-1.0066816393071993,2024-2025
likely,1,0,45,0,38,-0.7356877461994724,-1.0066816393071993,2024-2025
driven,1,0,45,0,36,-0.7356877461994724,-1.0066816393071993,2024-2025
positively,1,2,116,2,102,-0.3892833665312203,-1.0090715133111727,2024-2025
technical,1,8,291,7,214,-0.22907481681439634,-1.0143115411959078,2024-2025
preservice,1,0,46,0,19,-0.7356903306293621,-1.017809106517899,2024-2025
align,1,0,46,0,45,-0.7356903306293621,-1.017809106517899,2024-2025
scales,1,0,46,0,30,-0.7356903306293621,-1.017809106517899,2024-2025
advocates,1,0,46,0,45,-0.7356903306293621,-1.017809106517899,2024-2025
like chatgpt,2,0,46,0,44,-0.7356903306293621,-1.017809106517899,2024-2025
ecosystem,1,0,46,0,32,-0.7356903306293621,-1.017809106517899,2024-2025
originality value,2,0,46,0,45,-0.7356903306293621,-1.017809106517899,2024-2025
instruments,1,0,46,0,33,-0.7356903306293621,-1.017809106517899,2024-2025
interviews,1,6,236,6,210,-0.2593727353743782,-1.0196304307373822,2024-2025
introduces,1,1,84,1,82,-0.4842178001163626,-1.0210174152936742,2024-2025
quantitative,1,3,149,3,126,-0.34138826356665675,-1.0259135053036204,2024-2025
employs,1,0,47,0,47,-0.7356929150782214,-1.0288163821756708,2024-2025
equipping,1,0,47,0,44,-0.7356929150782214,-1.0288163821756708,2024-2025
argue,1,0,47,0,43,-0.7356929150782214,-1.0288163821756708,2024-2025
workflows,1,0,47,0,40,-0.7356929150782214,-1.0288163821756708,2024-2025
bibliometric,1,0,47,0,27,-0.7356929150782214,-1.0288163821756708,2024-2025
structure,1,1,85,1,78,-0.4868387345787415,-1.0313505599071306,2024-2025
positive attitudes,2,0,48,0,43,-0.7356954995460541,-1.039707283657381,2024-2025
dependency,1,0,48,0,27,-0.7356954995460541,-1.039707283657381,2024-2025
training programs,2,0,48,0,47,-0.7356954995460541,-1.039707283657381,2024-2025
scopus,1,0,48,0,46,-0.7356954995460541,-1.039707283657381,2024-2025
journalism,1,0,48,0,14,-0.7356954995460541,-1.039707283657381,2024-2025
mean,1,0,48,0,33,-0.7356954995460541,-1.039707283657381,2024-2025
intentions,1,1,86,1,48,-0.48940544228477645,-1.0415972974480778,2024-2025
variables,1,1,86,1,58,-0.48940544228477645,-1.0415972974480778,2024-2025
trust,1,6,240,2,101,-0.26571363203111087,-1.0502419793855167,2024-2025
justice,1,0,49,0,35,-0.7356980840328564,-1.0504854304974567,2024-2025
resilience,1,0,49,0,21,-0.7356980840328564,-1.0504854304974567,2024-2025
integration generative,2,0,49,0,49,-0.7356980840328564,-1.0504854304974567,2024-2025
proactive,1,0,49,0,43,-0.7356980840328564,-1.0504854304974567,2024-2025
mixed,1,0,49,0,46,-0.7356980840328564,-1.0504854304974567,2024-2025
management,1,4,183,4,112,-0.3139243675670782,-1.059142704951937,2024-2025
gen-ai,1,0,50,0,10,-0.7357006685386249,-1.0611542584515357,2024-2025
pathways,1,0,50,0,43,-0.7357006685386249,-1.0611542584515357,2024-2025
ai-generated content,2,0,50,0,50,-0.7357006685386249,-1.0611542584515357,2024-2025
capital,1,0,50,0,17,-0.7357006685386249,-1.0611542584515357,2024-2025
law,1,0,50,0,27,-0.7357006685386249,-1.0611542584515357,2024-2025
journalists,1,0,50,0,14,-0.7357006685386249,-1.0611542584515357,2024-2025
satisfaction,1,1,88,1,50,-0.49438281072983425,-1.061839292424426,2024-2025
demonstrated,1,2,122,2,115,-0.4037947544247462,-1.0660700666029999,2024-2025
safety,1,0,51,0,35,-0.7357032530633667,-1.0717170323003125,2024-2025
higher institutions,2,0,51,0,47,-0.7357032530633667,-1.0717170323003125,2024-2025
plans,1,0,51,0,42,-0.7357032530633667,-1.0717170323003125,2024-2025
suggesting,1,0,51,0,50,-0.7357032530633667,-1.0717170323003125,2024-2025
preparing,1,1,89,1,84,-0.49679662000382585,-1.071838252388392,2024-2025
resource,1,1,89,1,69,-0.49679662000382585,-1.071838252388392,2024-2025
efficiency,1,3,155,3,133,-0.3540897894077384,-1.0788112435351533,2024-2025
suggests,1,1,90,1,89,-0.49916250637028536,-1.0817582165397932,2024-2025
foreign language,2,0,52,0,40,-0.7357058376070817,-1.0821768575287778,2024-2025
experiential,1,0,52,0,37,-0.7357058376070817,-1.0821768575287778,2024-2025
alongside,1,0,52,0,51,-0.7357058376070817,-1.0821768575287778,2024-2025
risks,1,5,216,2,171,-0.2938583498376399,-1.0873803755245384,2024-2025
assessing,1,1,91,1,85,-0.5014818908764447,-1.0916008817626934,2024-2025
risk,1,1,91,1,65,-0.5014818908764447,-1.0916008817626934,2024-2025
behaviors,1,0,53,0,32,-0.7357084221697612,-1.092536690999332,2024-2025
purposes,1,0,53,0,45,-0.7357084221697612,-1.092536690999332,2024-2025
key,1,12,412,10,352,-0.20582046029544987,-1.0963190181081732,2024-2025
ail,1,1,92,1,22,-0.5037561386917817,-1.1013678881723286,2024-2025
emphasizes,1,1,92,1,88,-0.5037561386917817,-1.1013678881723286,2024-2025
familiarity,1,0,54,0,36,-0.7357110067514174,-1.1027993507227445,2024-2025
accountability,1,0,54,0,44,-0.7357110067514174,-1.1027993507227445,2024-2025
transform,1,0,54,0,54,-0.7357110067514174,-1.1027993507227445,2024-2025
negative,1,1,93,1,79,-0.5059865618392401,-1.1110608216443971,2024-2025
influences,1,1,93,1,83,-0.5059865618392401,-1.1110608216443971,2024-2025
guided,1,0,55,0,51,-0.7357135913520434,-1.1129675248183128,2024-2025
metacognitive,1,0,55,0,30,-0.7357135913520434,-1.1129675248183128,2024-2025
disparities,1,0,55,0,50,-0.7357135913520434,-1.1129675248183128,2024-2025
dynamic,1,0,55,0,52,-0.7357135913520434,-1.1129675248183128,2024-2025
academic libraries,2,0,55,0,21,-0.7357135913520434,-1.1129675248183128,2024-2025
correlation,1,0,55,0,42,-0.7357135913520434,-1.1129675248183128,2024-2025
trends,1,1,94,1,69,-0.5081744217671824,-1.1206812162050928,2024-2025
foreign,1,0,56,0,42,-0.7357161759716391,-1.123043779744142,2024-2025
practical implications,2,0,56,0,55,-0.7357161759716391,-1.123043779744142,2024-2025
lis,1,0,56,0,14,-0.7357161759716391,-1.123043779744142,2024-2025
assignments,1,0,56,0,46,-0.7357161759716391,-1.123043779744142,2024-2025
rapid,1,4,191,4,189,-0.328453824326278,-1.1244043332289078,2024-2025
governance,1,2,129,2,73,-0.4192508299642572,-1.1298888721664864,2024-2025
evidence,1,2,129,2,115,-0.4192508299642572,-1.1298888721664864,2024-2025
emotional,1,1,95,1,55,-0.5103209317728066,-1.1302305562908508,2024-2025
biases,1,1,95,1,73,-0.5103209317728066,-1.1302305562908508,2024-2025
demands,1,0,57,0,54,-0.735718760610208,-1.1330305678687984,2024-2025
embedded,1,0,57,0,54,-0.735718760610208,-1.1330305678687984,2024-2025
methodologies,1,0,57,0,52,-0.735718760610208,-1.1330305678687984,2024-2025
assessment,1,11,392,9,221,-0.22096767822451469,-1.1399589266656212,2024-2025
ethical awareness,2,0,58,0,43,-0.735721345267752,-1.142930234447672,2024-2025
responsibility,1,0,58,0,49,-0.735721345267752,-1.142930234447672,2024-2025
exposure,1,0,58,0,48,-0.735721345267752,-1.142930234447672,2024-2025
improvements,1,0,59,0,57,-0.7357239299442639,-1.1527450240602617,2024-2025
technology acceptance,2,0,60,0,46,-0.7357265146397509,-1.1624770865584915,2024-2025
gap,1,5,226,4,190,-0.3098028877984831,-1.1638542526444096,2024-2025
equation modeling,2,1,99,1,90,-0.5185161776223035,-1.1677454415599064,2024-2025
context,1,7,285,6,244,-0.2723683823437284,-1.1695045072315409,2024-2025
language llms,2,0,61,0,59,-0.7357290993542094,-1.1721284825705873,2024-2025
sustainability,1,0,61,0,40,-0.7357290993542094,-1.1721284825705873,2024-2025
older,1,0,61,0,24,-0.7357290993542094,-1.1721284825705873,2024-2025
employing,1,0,61,0,60,-0.7357290993542094,-1.1721284825705873,2024-2025
healthcare,1,10,370,3,122,-0.23589597539091312,-1.174078469990932,2024-2025
institutions,1,5,228,5,185,-0.31285315058163654,-1.1788088185372256,2024-2025
analyzing,1,0,62,0,61,-0.7357316840876429,-1.181701188600564,2024-2025
university,1,15,507,7,309,-0.1994313798281011,-1.1819855986009313,2024-2025
navigate,1,1,101,1,98,-0.5223940706417771,-1.1861118486136562,2024-2025
value,1,2,136,2,110,-0.43332444908399026,-1.1911152731035615,2024-2025
aigc,1,0,63,0,14,-0.7357342688400461,-1.191197101758952,2024-2025
multimodal,1,0,63,0,31,-0.7357342688400461,-1.191197101758952,2024-2025
actionable,1,0,63,0,59,-0.7357342688400461,-1.191197101758952,2024-2025
long-term,1,0,64,0,59,-0.7357368536114244,-1.2006180441569354,2024-2025
translation,1,0,64,0,24,-0.7357368536114244,-1.2006180441569354,2024-2025
evolution,1,0,65,0,57,-0.7357394384017777,-1.2099657669926185,2024-2025
distinct,1,0,65,0,60,-0.7357394384017777,-1.2099657669926185,2024-2025
published,1,0,65,0,61,-0.7357394384017777,-1.2099657669926185,2024-2025
policies,1,3,172,3,134,-0.38597444616131593,-1.220248494985292,2024-2025
thematic,1,2,140,2,130,-0.44081599953026274,-1.2250402236139208,2024-2025
leverage,1,0,67,0,65,-0.7357446080394041,-1.2284482267722079,2024-2025
originality,1,0,67,0,62,-0.7357446080394041,-1.2284482267722079,2024-2025
nurses,1,0,67,0,25,-0.7357446080394041,-1.2284482267722079,2024-2025
contexts,1,5,235,4,203,-0.3231899367233346,-1.230307248255426,2024-2025
workforce,1,1,106,1,69,-0.5315085154072623,-1.230964503957784,2024-2025
mediation,1,0,68,0,38,-0.7357471928866772,-1.237586144515616,2024-2025
leveraging,1,0,68,0,62,-0.7357471928866772,-1.237586144515616,2024-2025
self-efficacy,1,5,237,3,90,-0.32605020165658427,-1.2447881255677307,2024-2025
moderate,1,0,69,0,58,-0.7357497777529272,-1.2466572106948268,2024-2025
gen,1,0,69,0,22,-0.7357497777529272,-1.2466572106948268,2024-2025
demographic,1,0,69,0,47,-0.7357497777529272,-1.2466572106948268,2024-2025
ai-assisted,1,1,108,1,58,-0.5349398226266269,-1.2485031318244573,2024-2025
positive,1,6,268,5,217,-0.3057244472126843,-1.2531468134630717,2024-2025
leadership,1,0,70,0,39,-0.7357523626381504,-1.255662874144991,2024-2025
marketing,1,0,70,0,20,-0.7357523626381504,-1.255662874144991,2024-2025
reshaping,1,0,70,0,66,-0.7357523626381504,-1.255662874144991,2024-2025
reliability,1,1,109,1,98,-0.5366125966755391,-1.2571902673021431,2024-2025
offer,1,2,144,2,139,-0.4479439338518514,-1.2582476873546675,2024-2025
tasks,1,4,209,3,170,-0.35771837181580146,-1.2634345285829396,2024-2025
navigating,1,0,73,0,67,-0.7357601174076711,-1.2823011779739009,2024-2025
international,1,1,112,1,72,-0.5414678035880156,-1.2829342182022554,2024-2025
patient,1,1,112,1,60,-0.5414678035880156,-1.2829342182022554,2024-2025
large,1,3,180,3,150,-0.39919369757737044,-1.2830126457679512,2024-2025
human-ai,1,0,74,0,55,-0.7357627023687954,-1.2910587245383458,2024-2025
instruction,1,2,149,2,110,-0.4563819631974013,-1.298807518985204,2024-2025
llm,1,0,75,0,37,-0.7357652873488938,-1.2997573873819508,2024-2025
responses,1,3,183,3,146,-0.4038954470380114,-1.3059894345622696,2024-2025
professional,1,12,449,10,285,-0.24037311123736327,-1.31519584651498,2024-2025
targeted,1,1,117,1,113,-0.549054476643561,-1.324834857668138,2024-2025
ensuring,1,1,117,1,107,-0.549054476643561,-1.324834857668138,2024-2025
prompt engineering,2,0,79,0,45,-0.7357756274590539,-1.333986122973983,2024-2025
mental,1,0,79,0,30,-0.7357756274590539,-1.333986122973983,2024-2025
psychological,1,1,119,1,66,-0.5519259313094906,-1.3412619148154488,2024-2025
tailored,1,0,80,0,76,-0.7357782125340382,-1.342407239097798,2024-2025
uses,1,0,80,0,67,-0.7357782125340382,-1.342407239097798,2024-2025
concludes,1,0,80,0,80,-0.7357782125340382,-1.342407239097798,2024-2025
shift,1,0,80,0,70,-0.7357782125340382,-1.342407239097798,2024-2025
strategic,1,1,120,1,97,-0.5533288269834529,-1.349407055213212,2024-2025
themes,1,1,120,1,99,-0.5533288269834529,-1.349407055213212,2024-2025
influencing,1,1,122,1,91,-0.5560714310354165,-1.3655640903958715,2024-2025
systematic review,2,0,84,0,51,-0.7357885530237391,-1.3755774205269848,2024-2025
enhances,1,0,84,0,84,-0.7357885530237391,-1.3755774205269848,2024-2025
universities,1,2,159,2,117,-0.4718523372253385,-1.377018802436676,2024-2025
reviews,1,0,85,0,61,-0.7357911381936075,-1.3837460181461039,2024-2025
perceived,1,8,347,6,188,-0.2954670869384266,-1.3848274449049802,2024-2025
scale,1,4,226,3,113,-0.381715417368202,-1.386155467634191,2024-2025
usage,1,5,258,3,157,-0.3538325538407072,-1.391098578556467,2024-2025
proficiency,1,0,86,0,62,-0.7357937233824554,-1.3918667904427862,2024-2025
prompting,1,0,87,0,50,-0.7357963085902819,-1.399940569694207,2024-2025
mediating,1,0,87,0,56,-0.7357963085902819,-1.399940569694207,2024-2025
advancements,1,0,87,0,83,-0.7357963085902819,-1.399940569694207,2024-2025
respondents,1,0,87,0,67,-0.7357963085902819,-1.399940569694207,2024-2025
motivation,1,1,127,1,74,-0.5625807745126563,-1.4052103973632268,2024-2025
gaps,1,2,164,2,144,-0.47896115677682705,-1.414789749819494,2024-2025
incorporating,1,0,89,0,84,-0.7358014790628706,-1.4159503598575203,2024-2025
underscore,1,0,89,0,89,-0.7358014790628706,-1.4159503598575203,2024-2025
remain,1,0,89,0,88,-0.7358014790628706,-1.4159503598575203,2024-2025
analyzed,1,2,165,2,157,-0.4803371465990818,-1.4222440506011655,2024-2025
inclusive,1,1,130,1,114,-0.5662652485787243,-1.4285113015561923,2024-2025
highlight,1,2,167,2,163,-0.48304531000676754,-1.437055918342516,2024-2025
mixed-methods,1,0,92,0,82,-0.7358092349140959,-1.439632082021793,2024-2025
legal,1,0,92,0,45,-0.7358092349140959,-1.439632082021793,2024-2025
group,1,4,234,4,136,-0.3919785550929946,-1.4413929101342622,2024-2025
outputs,1,0,93,0,82,-0.7358118202357966,-1.4474401087604722,2024-2025
capabilities,1,2,169,2,134,-0.48569659656262854,-1.4517413162977255,2024-2025
policymakers,1,1,135,1,128,-0.5720703715255748,-1.466583988996029,2024-2025
privacy,1,3,206,3,156,-0.43598429441243525,-1.4731702125019854,2024-2025
cross-sectional,1,0,99,0,77,-0.7358273325645879,-1.493433474251364,2024-2025
strategies,1,11,454,7,339,-0.27760421960942505,-1.5008928720821428,2024-2025
underscores,1,0,100,0,99,-0.7358299180191539,-1.5009623900648463,2024-2025
transforming,1,0,100,0,96,-0.7358299180191539,-1.5009623900648463,2024-2025
frameworks,1,6,306,4,232,-0.3501733684882602,-1.5019615095910408,2024-2025
relationship,1,3,211,3,150,-0.44215336157422414,-1.5076255813253612,2024-2025
prompts,1,0,101,0,74,-0.7358325034926985,-1.508453833424137,2024-2025
chatbots,1,1,141,1,73,-0.5785337701395612,-1.5110923272405359,2024-2025
systematic,1,3,212,3,128,-0.44335676036037075,-1.5144432437649076,2024-2025
benefits,1,5,277,5,220,-0.3758897841759241,-1.5154132334294572,2024-2025
emphasizing,1,1,142,1,134,-0.5795618698499831,-1.5183919328939135,2024-2025
qualitative,1,6,309,6,252,-0.3532914762248147,-1.520509326591736,2024-2025
essential,1,4,246,4,228,-0.40629917608823973,-1.5215483834401182,2024-2025
descriptive,1,0,105,0,93,-0.7358428455767028,-1.5380557923845812,2024-2025
academic writing,2,0,106,0,53,-0.7358454311451599,-1.5453679418794226,2024-2025
impacts,1,0,106,0,97,-0.7358454311451599,-1.5453679418794226,2024-2025
ensure,1,2,183,2,174,-0.5028041342336502,-1.5512302937285074,2024-2025
accuracy,1,1,147,1,109,-0.5845078093979339,-1.5544080731710848,2024-2025
cognitive,1,5,284,5,188,-0.3833839080601633,-1.5595066195206004,2024-2025
additionally,1,1,149,1,142,-0.5863999354967282,-1.5685970987249758,2024-2025
empirical,1,2,188,2,149,-0.5083604534551052,-1.5854627663583558,2024-2025
academic integrity,2,0,112,0,91,-0.7358609449545446,-1.5885362637961282,2024-2025
generative tools,2,0,113,0,87,-0.7358635306558847,-1.5956177909130402,2024-2025
comprehensive,1,4,259,4,236,-0.4205204822540596,-1.6050487989104456,2024-2025
highlights,1,3,226,3,217,-0.4592232294939498,-1.607475208738085,2024-2025
genai tools,2,0,115,0,69,-0.7358687021155177,-1.6096876814695071,2024-2025
performance,1,3,227,3,131,-0.4602908419119549,-1.6139559939876855,2024-2025
practices,1,10,447,7,314,-0.3062200083396549,-1.6208334497823076,2024-2025
insights,1,9,418,8,368,-0.3194022945030266,-1.6247039240629577,2024-2025
college,1,0,121,0,69,-0.7358842169500592,-1.6511804652677473,2024-2025
awareness,1,5,301,4,200,-0.4003421273587966,-1.6631453237884408,2024-2025
evaluation,1,3,237,3,180,-0.4705303032873598,-1.6776440983080463,2024-2025
staff,1,0,126,0,63,-0.7358971465009567,-1.6849800369372767,2024-2025
personalized,1,1,168,1,140,-0.6022743031776399,-1.6978019386918382,2024-2025
ai-driven,1,2,206,2,159,-0.5263451475171221,-1.7037169340372695,2024-2025
integrate,1,1,169,1,155,-0.6030173673773316,-1.7043445582972747,2024-2025
challenges,1,24,860,18,565,-0.223650306747329,-1.7072044952464709,2024-2025
enhancing,1,5,310,5,266,-0.40867367709725766,-1.7161822220948666,2024-2025
highlighting,1,0,134,0,128,-0.7359178347697295,-1.7376971772253869,2024-2025
chapter,1,3,247,2,121,-0.480036066091337,-1.7394123769884486,2024-2025
